Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2005-11-01,0:00:00,1.8,1205,,7.7,888,256.0,647,116.0,1292,1187,12.0,71.9,1.0071,2005-11
2005-11-01,1:00:00,1.5,1114,,4.9,757,212.0,744,107.0,1204,1070,13.2,66.8,1.0087,2005-11
2005-11-01,2:00:00,1.1,1047,,3.9,708,146.0,816,91.0,1167,949,12.4,69.5,0.9986,2005-11
2005-11-01,3:00:00,0.9,982,,2.1,592,,953,,1106,830,13.1,65.7,0.9858,2005-11
2005-11-01,4:00:00,0.7,992,,2.9,644,96.0,899,70.0,1128,854,11.8,70.6,0.9731,2005-11
2005-11-01,5:00:00,0.7,977,,2.6,629,106.0,908,78.0,1129,835,12.3,68.0,0.9734,2005-11
2005-11-01,6:00:00,0.9,1047,,3.3,671,115.0,863,75.0,1147,887,12.0,69.2,0.9697,2005-11
2005-11-01,7:00:00,1.3,1126,,5.2,775,236.0,760,101.0,1205,1019,11.7,69.8,0.9612,2005-11
2005-11-01,8:00:00,3.2,1474,,19.0,1268,583.0,502,136.0,1677,1503,12.1,67.6,0.95,2005-11
2005-11-01,9:00:00,5.1,1526,,26.5,1466,662.0,415,147.0,1855,1687,12.5,65.1,0.9399,2005-11
2005-11-01,10:00:00,3.7,1386,,15.3,1158,528.0,518,143.0,1485,1553,12.8,62.5,0.9213,2005-11
2005-11-01,11:00:00,3.2,1392,,15.6,1166,549.0,519,153.0,1488,1624,13.4,59.9,0.9143,2005-11
2005-11-01,12:00:00,3.1,1363,,16.4,1192,531.0,499,148.0,1501,1637,13.4,57.9,0.8895,2005-11
2005-11-01,13:00:00,3.0,1331,,16.1,1184,493.0,507,149.0,1508,1533,13.6,56.4,0.8754,2005-11
2005-11-01,14:00:00,3.6,1401,,18.8,1261,527.0,479,141.0,1580,1577,13.8,56.3,0.8841,2005-11
2005-11-01,15:00:00,3.2,1374,,18.0,1239,487.0,483,147.0,1569,1532,13.7,57.9,0.9063,2005-11
2005-11-01,16:00:00,3.9,1436,,20.1,1299,581.0,451,159.0,1616,1621,13.6,58.9,0.9139,2005-11
2005-11-01,17:00:00,3.4,1386,,17.6,1228,531.0,479,152.0,1546,1578,13.4,59.7,0.9142,2005-11
2005-11-01,18:00:00,3.9,1419,,19.3,1277,495.0,459,144.0,1603,1631,13.3,61.2,0.933,2005-11
2005-11-01,19:00:00,3.6,1428,,19.7,1288,487.0,465,146.0,1580,1629,13.2,61.8,0.9313,2005-11
2005-11-01,20:00:00,4.7,1508,,24.5,1416,596.0,418,162.0,1773,1733,12.9,61.5,0.9139,2005-11
2005-11-01,21:00:00,4.1,1438,,18.4,1251,595.0,470,156.0,1593,1622,12.6,63.9,0.9307,2005-11
2005-11-01,22:00:00,3.4,1415,,16.6,1197,559.0,486,146.0,1539,1597,12.0,67.4,0.9417,2005-11
2005-11-01,23:00:00,3.5,1433,,16.2,1186,586.0,479,151.0,1497,1738,11.9,69.0,0.9568,2005-11
2005-11-02,0:00:00,2.3,,,,,211.0,,148.0,,,,,,2005-11
2005-11-02,1:00:00,2.2,,,,,190.0,,136.0,,,,,,2005-11
2005-11-02,2:00:00,2.0,,,,,149.0,,116.0,,,,,,2005-11
2005-11-02,3:00:00,1.6,,,,,,,,,,,,,2005-11
2005-11-02,4:00:00,1.6,,,,,107.0,,91.0,,,,,,2005-11
2005-11-02,5:00:00,1.5,,,,,98.0,,87.0,,,,,,2005-11
2005-11-02,6:00:00,1.7,,,,,183.0,,123.0,,,,,,2005-11
2005-11-02,7:00:00,1.8,,,,,224.0,,152.0,,,,,,2005-11
2005-11-02,8:00:00,3.8,,,,,589.0,,267.0,,,,,,2005-11
2005-11-02,9:00:00,5.9,,,,,700.0,,296.0,,,,,,2005-11
2005-11-02,10:00:00,5.4,,,,,747.0,,291.0,,,,,,2005-11
2005-11-02,11:00:00,4.7,,,,,746.0,,276.0,,,,,,2005-11
2005-11-02,12:00:00,4.3,,,,,702.0,,250.0,,,,,,2005-11
2005-11-02,13:00:00,5.4,,,,,723.0,,251.0,,,,,,2005-11
2005-11-02,14:00:00,5.8,,,,,872.0,,275.0,,,,,,2005-11
2005-11-02,15:00:00,6.1,,,,,1054.0,,312.0,,,,,,2005-11
2005-11-02,16:00:00,7.1,,,,,1218.0,,340.0,,,,,,2005-11
2005-11-02,17:00:00,6.6,,,,,1227.0,,326.0,,,,,,2005-11
2005-11-02,18:00:00,6.5,,,,,1061.0,,284.0,,,,,,2005-11
2005-11-02,19:00:00,7.1,,,,,1075.0,,289.0,,,,,,2005-11
2005-11-02,20:00:00,4.9,,,,,641.0,,215.0,,,,,,2005-11
2005-11-02,21:00:00,4.0,1521.0,,16.8,1203.0,490.0,476.0,207.0,1400.0,2141.0,8.5,50.9,0.5664,2005-11
2005-11-02,22:00:00,4.0,1428.0,,13.0,1085.0,550.0,526.0,213.0,1268.0,2023.0,8.3,53.3,0.5843,2005-11
2005-11-02,23:00:00,3.6,1463.0,,12.6,1069.0,422.0,530.0,192.0,1279.0,1967.0,7.1,58.1,0.5885,2005-11
2005-11-03,0:00:00,1.4,1039.0,,5.2,774.0,227.0,786.0,133.0,949.0,1173.0,7.7,41.7,0.4387,2005-11
2005-11-03,1:00:00,1.4,1027.0,,4.8,751.0,221.0,798.0,135.0,936.0,1171.0,6.8,44.9,0.4472,2005-11
2005-11-03,2:00:00,1.0,952.0,,3.2,662.0,155.0,905.0,111.0,887.0,1024.0,5.7,49.4,0.4551,2005-11
2005-11-03,3:00:00,0.8,930.0,,2.4,609.0,120.0,968.0,90.0,864.0,928.0,5.7,50.1,0.4629,2005-11
2005-11-03,4:00:00,,942.0,,3.2,665.0,134.0,923.0,91.0,912.0,956.0,4.4,56.4,0.4761,2005-11
2005-11-03,5:00:00,0.7,897.0,,2.1,594.0,128.0,999.0,89.0,870.0,871.0,4.9,55.2,0.4807,2005-11
2005-11-03,6:00:00,0.6,928.0,,2.7,631.0,148.0,985.0,89.0,908.0,884.0,4.5,56.3,0.48,2005-11
2005-11-03,7:00:00,0.2,987.0,,4.5,738.0,233.0,833.0,117.0,957.0,1010.0,3.8,59.7,0.4839,2005-11
2005-11-03,8:00:00,1.5,1272.0,,13.8,1111.0,470.0,563.0,141.0,1279.0,1416.0,4.3,58.6,0.4915,2005-11
2005-11-03,9:00:00,3.5,1452.0,,22.7,1370.0,679.0,445.0,189.0,1581.0,1817.0,7.1,50.0,0.5067,2005-11
2005-11-03,10:00:00,3.0,1415.0,,19.3,1278.0,796.0,483.0,211.0,1399.0,1870.0,11.1,38.4,0.5066,2005-11
