Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2004-04-04,0:00:00,,1224,,7.8,892,,884,,1580,923,16.7,56.5,1.0634,2004-04
2004-04-04,1:00:00,,1215,,6.7,843,,929,,1551,862,15.9,59.2,1.0635,2004-04
2004-04-04,2:00:00,,1115,,5.4,782,,980,,1500,752,15.2,62.4,1.0726,2004-04
2004-04-04,3:00:00,,1124,,5.6,793,,965,,1521,791,14.7,65.0,1.0766,2004-04
2004-04-04,4:00:00,,1028,,3.5,682,,1090,,1448,697,14.3,65.3,1.0594,2004-04
2004-04-04,5:00:00,,1010,,3.0,650,,1171,,1434,664,13.7,66.5,1.0393,2004-04
2004-04-04,6:00:00,,1074,,4.4,731,,1020,,1488,891,12.9,69.1,1.0264,2004-04
2004-04-04,7:00:00,,1034,,3.5,684,,1110,,1423,813,13.7,64.8,1.0135,2004-04
2004-04-04,8:00:00,,1130,,4.2,720,,1063,,1461,828,15.3,59.0,1.0181,2004-04
2004-04-04,9:00:00,,1275,,8.0,900,,868,,1634,1057,18.1,49.8,1.0272,2004-04
2004-04-04,10:00:00,,1324,,9.0,939,,846,,1658,1011,21.5,40.7,1.0301,2004-04
2004-04-04,11:00:00,,1268,,8.1,902,,906,,1589,932,23.3,37.1,1.0457,2004-04
2004-04-04,12:00:00,,1272,,8.6,924,,895,,1603,881,25.1,33.8,1.0594,2004-04
2004-04-04,13:00:00,,1160,,7.1,860,,969,,1531,646,25.6,32.1,1.0393,2004-04
2004-04-04,14:00:00,,1136,,5.6,792,,1057,,1476,536,25.8,31.1,1.0143,2004-04
2004-04-04,15:00:00,,1296,,10.0,977,,863,,1642,746,26.1,30.8,1.0253,2004-04
2004-04-04,16:00:00,,1345,,10.5,996,,841,,1678,833,24.4,36.0,1.085,2004-04
2004-04-04,17:00:00,,1296,,10.1,983,,845,,1626,802,23.0,36.2,1.0053,2004-04
2004-04-04,18:00:00,,1258,,10.0,977,,838,,1636,838,22.1,39.3,1.0336,2004-04
2004-04-04,19:00:00,,1420,,13.0,1085,,755,,1756,1051,19.8,44.6,1.0208,2004-04
2004-04-04,20:00:00,,1366,,10.5,997,,830,,1673,1041,18.5,48.9,1.0323,2004-04
2004-04-04,21:00:00,,1113,,5.2,772,,989,,1493,646,16.6,56.1,1.0481,2004-04
2004-04-04,22:00:00,,1196,,6.9,853,,909,,1556,769,15.8,58.8,1.0464,2004-04
2004-04-04,23:00:00,,1188,,6.4,829,,930,,1540,785,15.3,60.8,1.0501,2004-04
2004-04-05,0:00:00,1.3,1065,,5.5,789,79.0,936,81.0,1620,929,18.4,65.8,1.3802,2004-04
2004-04-05,1:00:00,1.0,999,,3.7,692,58.0,1038,69.0,1588,778,16.4,79.2,1.4681,2004-04
2004-04-05,2:00:00,0.6,911,,2.2,599,32.0,1189,48.0,1517,633,16.1,80.0,1.4562,2004-04
2004-04-05,3:00:00,0.4,873,,1.5,545,,1308,,1471,497,15.6,81.0,1.4302,2004-04
2004-04-05,4:00:00,,881,,1.5,546,21.0,1335,28.0,1465,458,15.6,81.0,1.4216,2004-04
2004-04-05,5:00:00,0.6,967,,2.9,646,49.0,1117,47.0,1552,579,15.7,80.5,1.4236,2004-04
2004-04-05,6:00:00,1.9,1280,,9.9,976,180.0,780,88.0,1912,1003,16.0,80.8,1.4602,2004-04
2004-04-05,7:00:00,4.5,1564,,23.0,1379,302.0,552,109.0,2306,1393,16.6,78.0,1.4572,2004-04
