Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2005-08-01,0:00:00,3.4,1277.0,,13.0,1085.0,567.0,589.0,137.0,1329.0,1344.0,5.4,82.6,0.7495,2005-08
2005-08-01,1:00:00,2.4,1063.0,,6.7,843.0,357.0,762.0,114.0,1125.0,1089.0,6.4,76.3,0.7369,2005-08
2005-08-01,2:00:00,1.4,991,,4.6,744,187.0,863,95.0,1069,949,7.0,73.6,0.7417,2005-08
2005-08-01,3:00:00,1.4,989,,3.8,701,,871,,1049,933,7.2,72.3,0.7392,2005-08
2005-08-01,4:00:00,1.2,972,,3.4,674,169.0,926,88.0,1032,882,7.9,69.3,0.7413,2005-08
2005-08-01,5:00:00,1.2,973,,3.4,675,184.0,903,94.0,1029,905,7.4,71.7,0.7434,2005-08
2005-08-01,6:00:00,1.2,985,,3.6,691,205.0,878,97.0,1056,902,7.7,71.9,0.7575,2005-08
2005-08-01,7:00:00,1.3,1020,,4.5,736,213.0,854,93.0,1069,923,8.1,68.0,0.7396,2005-08
2005-08-01,8:00:00,2.3,1192,,10.0,978,415.0,638,113.0,1273,1210,6.7,77.1,0.7597,2005-08
2005-08-01,9:00:00,3.4,1325,,14.7,1140,583.0,542,126.0,1403,1468,6.8,77.9,0.7756,2005-08
2005-08-01,10:00:00,3.0,1219,,11.3,1026,462.0,604,133.0,1311,1329,8.9,66.7,0.7634,2005-08
2005-08-01,11:00:00,2.5,1195,,10.4,992,387.0,632,141.0,1251,1295,11.6,54.1,0.7387,2005-08
2005-08-01,12:00:00,2.7,1230,,11.2,1020,414.0,605,139.0,1301,1365,13.5,49.4,0.7598,2005-08
2005-08-01,13:00:00,2.8,1312,,13.1,1087,440.0,567,147.0,1393,1452,13.8,50.9,0.796,2005-08
2005-08-01,14:00:00,3.6,1387,,14.3,1127,516.0,530,175.0,1430,1615,13.4,55.9,0.8588,2005-08
2005-08-01,15:00:00,3.1,1375,,12.8,1076,495.0,555,180.0,1377,1599,12.9,59.0,0.8736,2005-08
2005-08-01,16:00:00,4.3,1532,,18.9,1265,643.0,482,194.0,1578,1777,13.3,59.0,0.8945,2005-08
2005-08-01,17:00:00,4.6,1531,,17.9,1235,725.0,484,192.0,1541,1742,13.0,61.9,0.9224,2005-08
2005-08-01,18:00:00,4.3,1479,,16.5,1196,683.0,498,188.0,1511,1739,12.5,63.6,0.9193,2005-08
2005-08-01,19:00:00,4.3,1521,,16.9,1208,681.0,497,179.0,1549,1770,12.2,65.8,0.931,2005-08
2005-08-01,20:00:00,5.5,1616,,22.4,1363,833.0,442,196.0,1701,1918,12.6,65.2,0.9474,2005-08
2005-08-01,21:00:00,3.4,1371,,13.6,1105,514.0,553,169.0,1429,1581,13.3,63.6,0.9681,2005-08
2005-08-01,22:00:00,2.4,1198,,9.1,943,371.0,647,151.0,1307,1291,13.5,62.6,0.9644,2005-08
2005-08-01,23:00:00,1.6,1102,,6.0,813,213.0,764,123.0,1204,1000,14.1,59.6,0.9563,2005-08
2005-08-02,0:00:00,0.9,915.0,,2.1,589.0,105.0,1045.0,90.0,813.0,550.0,6.9,39.6,0.3966,2005-08
2005-08-02,1:00:00,0.9,879.0,,1.4,534.0,84.0,1129.0,74.0,785.0,470.0,7.0,39.8,0.4006,2005-08
2005-08-02,2:00:00,0.5,852.0,,0.8,479.0,51.0,1275.0,49.0,761.0,375.0,7.1,40.5,0.409,2005-08
2005-08-02,3:00:00,0.4,844.0,,0.6,453.0,,1378.0,,748.0,337.0,6.9,40.9,0.4091,2005-08
2005-08-02,4:00:00,0.5,878.0,,1.0,496.0,54.0,1182.0,54.0,782.0,451.0,6.0,42.9,0.404,2005-08
2005-08-02,5:00:00,0.6,910.0,,1.3,524.0,74.0,1102.0,69.0,802.0,600.0,6.4,42.7,0.4126,2005-08
2005-08-02,6:00:00,0.6,918.0,,1.6,551.0,114.0,1062.0,92.0,817.0,712.0,6.1,43.6,0.4129,2005-08
2005-08-02,7:00:00,1.0,991.0,,3.0,653.0,228.0,944.0,146.0,885.0,931.0,5.9,45.1,0.4211,2005-08
2005-08-02,8:00:00,2.1,1223.0,,10.0,979.0,455.0,658.0,224.0,1120.0,1332.0,6.0,46.4,0.4367,2005-08
2005-08-02,9:00:00,2.9,1277.0,,15.1,1153.0,493.0,543.0,253.0,1268.0,1520.0,6.6,43.7,0.4273,2005-08
2005-08-02,10:00:00,2.2,1114.0,,8.6,922.0,410.0,689.0,225.0,1022.0,1223.0,8.7,36.3,0.4074,2005-08
2005-08-02,11:00:00,1.6,1088.0,,6.9,853.0,277.0,729.0,180.0,996.0,1122.0,10.5,33.4,0.4246,2005-08
2005-08-02,12:00:00,1.8,1064.0,,7.6,881.0,340.0,727.0,194.0,979.0,1099.0,11.4,27.8,0.3748,2005-08
2005-08-02,13:00:00,1.5,1047.0,,6.9,854.0,238.0,753.0,158.0,959.0,904.0,12.7,27.4,0.4011,2005-08
2005-08-02,14:00:00,2.2,1075.0,,8.5,920.0,323.0,726.0,184.0,992.0,1022.0,13.3,23.3,0.354,2005-08
2005-08-02,15:00:00,1.6,973.0,,5.3,777.0,286.0,858.0,165.0,844.0,719.0,13.9,20.7,0.3271,2005-08
2005-08-02,16:00:00,1.5,942.0,,4.4,733.0,271.0,912.0,156.0,800.0,609.0,13.6,20.0,0.3093,2005-08
2005-08-02,17:00:00,1.8,,,,,276.0,,172.0,,,,,,2005-08
2005-08-02,18:00:00,1.8,,,,,295.0,,194.0,,,,,,2005-08
2005-08-02,19:00:00,2.3,,,,,340.0,,208.0,,,,,,2005-08
2005-08-02,20:00:00,1.9,,,,,275.0,,187.0,,,,,,2005-08
2005-08-02,21:00:00,1.9,,,,,293.0,,187.0,,,,,,2005-08
2005-08-02,22:00:00,1.1,,,,,157.0,,127.0,,,,,,2005-08
2005-08-02,23:00:00,0.9,,,,,133.0,,107.0,,,,,,2005-08
2005-08-03,0:00:00,1.5,988.0,,4.4,734.0,205.0,860.0,157.0,868.0,1081.0,3.0,47.7,0.3658,2005-08
2005-08-03,1:00:00,1.5,1016.0,,5.3,781.0,255.0,799.0,154.0,918.0,1174.0,2.5,52.1,0.3855,2005-08
2005-08-03,2:00:00,1.2,929.0,,3.1,659.0,220.0,920.0,147.0,851.0,1033.0,2.0,53.5,0.3831,2005-08
2005-08-03,3:00:00,0.8,876.0,,1.9,576.0,,1040.0,,815.0,900.0,1.0,56.7,0.3803,2005-08
2005-08-03,4:00:00,,872.0,,1.7,558.0,114.0,1054.0,101.0,807.0,853.0,0.5,59.4,0.3841,2005-08
2005-08-03,5:00:00,0.7,888.0,,1.9,574.0,153.0,1035.0,114.0,820.0,886.0,1.4,56.8,0.3903,2005-08
2005-08-03,6:00:00,0.7,927.0,,2.8,638.0,224.0,949.0,134.0,846.0,949.0,0.9,58.4,0.388,2005-08
2005-08-03,7:00:00,1.3,991.0,,5.5,786.0,295.0,817.0,144.0,931.0,1037.0,0.3,61.0,0.3881,2005-08
2005-08-03,8:00:00,3.4,1317.0,,18.3,1247.0,667.0,558.0,182.0,1360.0,1571.0,0.9,59.1,0.3913,2005-08
2005-08-03,9:00:00,5.5,1402.0,,26.3,1462.0,867.0,449.0,223.0,1599.0,1885.0,4.1,47.9,0.3959,2005-08
2005-08-03,10:00:00,4.1,1222.0,,16.3,1188.0,666.0,554.0,219.0,1265.0,1683.0,7.7,34.6,0.3652,2005-08
2005-08-03,11:00:00,3.0,1109.0,,12.3,1060.0,595.0,650.0,215.0,1091.0,1412.0,10.9,25.7,0.3341,2005-08
2005-08-03,12:00:00,1.9,959.0,,7.4,875.0,421.0,797.0,191.0,864.0,1006.0,13.7,17.4,0.2715,2005-08
2005-08-03,13:00:00,1.8,964.0,,8.1,902.0,292.0,780.0,162.0,882.0,855.0,14.0,16.8,0.2672,2005-08
2005-08-03,14:00:00,2.1,1006.0,,10.8,1006.0,308.0,705.0,165.0,988.0,964.0,14.1,17.0,0.2729,2005-08
2005-08-03,15:00:00,2.3,1002.0,,9.7,968.0,347.0,732.0,171.0,920.0,886.0,15.0,15.8,0.2678,2005-08
2005-08-03,16:00:00,2.3,997.0,,9.9,975.0,377.0,739.0,164.0,926.0,947.0,16.5,14.9,0.2775,2005-08
2005-08-03,17:00:00,2.0,1019.0,,9.6,964.0,325.0,729.0,168.0,957.0,984.0,15.8,16.7,0.2972,2005-08
2005-08-03,18:00:00,3.1,1192.0,,16.5,1196.0,508.0,581.0,204.0,1222.0,1450.0,13.2,23.9,0.3597,2005-08
2005-08-03,19:00:00,5.1,1399.0,,23.4,1387.0,768.0,487.0,242.0,1499.0,1837.0,11.0,33.8,0.4436,2005-08
