Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2005-03-01,0:00:00,3.0,,,,,436.0,,149.0,,,,,,2005-03
2005-03-01,1:00:00,3.4,,,,,472.0,,158.0,,,,,,2005-03
2005-03-01,2:00:00,3.0,,,,,379.0,,143.0,,,,,,2005-03
2005-03-01,3:00:00,2.7,,,,,,,,,,,,,2005-03
2005-03-01,4:00:00,,,,,,286.0,,121.0,,,,,,2005-03
2005-03-01,5:00:00,1.1,,,,,155.0,,92.0,,,,,,2005-03
2005-03-01,6:00:00,1.4,,,,,264.0,,102.0,,,,,,2005-03
2005-03-01,7:00:00,1.8,,,,,366.0,,121.0,,,,,,2005-03
2005-03-01,8:00:00,3.6,,,,,622.0,,164.0,,,,,,2005-03
2005-03-01,9:00:00,3.1,,,,,551.0,,175.0,,,,,,2005-03
2005-03-01,10:00:00,1.9,,,,,349.0,,130.0,,,,,,2005-03
2005-03-01,11:00:00,1.7,,,,,285.0,,117.0,,,,,,2005-03
2005-03-01,12:00:00,1.7,,,,,265.0,,115.0,,,,,,2005-03
2005-03-01,13:00:00,1.6,,,,,222.0,,106.0,,,,,,2005-03
2005-03-01,14:00:00,1.6,,,,,237.0,,102.0,,,,,,2005-03
2005-03-01,15:00:00,1.7,,,,,294.0,,122.0,,,,,,2005-03
2005-03-01,16:00:00,2.2,,,,,329.0,,138.0,,,,,,2005-03
2005-03-01,17:00:00,3.3,,,,,487.0,,162.0,,,,,,2005-03
2005-03-01,18:00:00,3.9,,,,,604.0,,177.0,,,,,,2005-03
2005-03-01,19:00:00,5.0,,,,,728.0,,190.0,,,,,,2005-03
2005-03-01,20:00:00,4.2,,,,,653.0,,182.0,,,,,,2005-03
2005-03-01,21:00:00,3.2,,,,,509.0,,163.0,,,,,,2005-03
2005-03-01,22:00:00,1.7,,,,,277.0,,135.0,,,,,,2005-03
2005-03-01,23:00:00,1.5,,,,,268.0,,130.0,,,,,,2005-03
2005-03-02,0:00:00,1.7,1032,,5.6,791,242.0,793,156.0,915,1278,4.5,47.9,0.4079,2005-03
2005-03-02,1:00:00,1.5,1046,,6.0,812,242.0,782,153.0,940,1265,3.9,51.6,0.4226,2005-03
2005-03-02,2:00:00,1.1,975,,3.9,707,192.0,860,128.0,902,1107,3.4,54.7,0.4323,2005-03
2005-03-02,3:00:00,0.9,932,,2.8,642,,950,,871,1014,3.3,56.1,0.4379,2005-03
2005-03-02,4:00:00,,926,,2.6,623,134.0,954,96.0,873,1011,2.0,60.8,0.4337,2005-03
2005-03-02,5:00:00,0.3,932,,2.9,645,142.0,916,105.0,882,1006,1.2,63.7,0.4327,2005-03
2005-03-02,6:00:00,0.4,937,,2.8,640,194.0,923,130.0,870,1010,2.1,60.3,0.4368,2005-03
2005-03-02,7:00:00,0.6,996,,4.2,724,216.0,861,134.0,938,1067,1.3,63.1,0.4322,2005-03
2005-03-02,8:00:00,3.0,1382,,16.7,1202,728.0,534,275.0,1352,1630,1.3,64.8,0.441,2005-03
2005-03-02,9:00:00,5.6,1544,,29.1,1530,975.0,416,309.0,1706,2030,2.1,62.2,0.4491,2005-03
2005-03-02,10:00:00,4.9,1429,,20.7,1317,947.0,495,322.0,1425,1916,5.1,50.8,0.4499,2005-03
2005-03-02,11:00:00,3.5,1312,,15.5,1164,790.0,570,333.0,1230,1761,8.5,39.7,0.4425,2005-03
2005-03-02,12:00:00,2.2,1205,,10.3,989,551.0,643,235.0,1084,1597,11.5,33.0,0.4476,2005-03
2005-03-02,13:00:00,2.7,1322,,13.8,1110,565.0,568,241.0,1208,1776,12.2,34.3,0.4864,2005-03
2005-03-02,14:00:00,2.7,1301,,12.7,1074,532.0,574,214.0,1255,1636,13.5,35.0,0.5396,2005-03
2005-03-02,15:00:00,2.1,1280,,11.4,1030,459.0,597,174.0,1246,1480,14.9,34.9,0.5869,2005-03
2005-03-02,16:00:00,2.0,1256,,10.2,986,407.0,612,157.0,1240,1413,15.7,34.5,0.6111,2005-03
2005-03-02,17:00:00,2.4,1358,,14.3,1128,434.0,545,170.0,1344,1611,14.7,37.2,0.618,2005-03
2005-03-02,18:00:00,6.7,1713,,32.4,1605,980.0,383,212.0,1870,2186,12.2,44.8,0.6342,2005-03
2005-03-02,19:00:00,6.4,1655,,29.0,1527,966.0,393,249.0,1758,2203,10.3,52.4,0.6578,2005-03
2005-03-02,20:00:00,3.9,1444,,17.6,1227,646.0,485,231.0,1414,1891,9.3,55.5,0.6503,2005-03
2005-03-02,21:00:00,2.7,1314,,12.6,1069,471.0,571,216.0,1271,1662,8.3,57.6,0.6304,2005-03
2005-03-02,22:00:00,3.0,1368,,15.5,1164,528.0,524,217.0,1350,1674,6.3,65.1,0.6237,2005-03
2005-03-02,23:00:00,2.1,1195,,9.1,943,378.0,645,203.0,1149,1462,6.5,63.1,0.6132,2005-03
2005-03-03,0:00:00,1.4,1047,,5.3,778,207.0,799,140.0,907,1326,4.1,41.7,0.3456,2005-03
2005-03-03,1:00:00,1.4,1030,,4.2,724,204.0,832,138.0,893,1285,4.4,43.3,0.3656,2005-03
2005-03-03,2:00:00,1.1,986,,3.5,682,155.0,875,117.0,884,1205,3.8,45.9,0.3728,2005-03
