Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2004-10-03,18:00:00,2.6,1360,150.0,11.9,1046,166.0,1056,113.0,1692,1268,13.6,48.9,0.7578,2004-10
2004-10-03,19:00:00,2.0,1292,112.0,9.4,955,103.0,1174,92.0,1559,972,13.3,47.7,0.7255,2004-10
2004-10-03,20:00:00,2.2,1402,88.0,9.0,939,131.0,1140,114.0,1555,1074,11.9,54.0,0.7502,2004-10
2004-10-03,21:00:00,2.2,1376,80.0,9.2,948,172.0,1092,122.0,1584,1203,11.0,60.0,0.7867,2004-10
2004-10-03,22:00:00,1.6,1272,51.0,6.5,836,131.0,1205,116.0,1490,1110,11.2,59.6,0.7888,2004-10
2004-10-03,23:00:00,1.2,1197,38.0,4.7,750,89.0,1337,96.0,1393,949,11.2,59.2,0.7848,2004-10
2004-10-04,0:00:00,1.3,1047.0,77,5.4,783.0,83.0,1014.0,79.0,1449.0,975.0,12.0,66.9,0.9336,2004-10
2004-10-04,1:00:00,1.7,1116.0,98,6.9,854.0,118.0,929.0,78.0,1533.0,1034.0,11.5,70.1,0.9503,2004-10
2004-10-04,2:00:00,1.7,1074.0,102,6.4,832.0,101.0,951.0,75.0,1507.0,980.0,11.4,69.8,0.939,2004-10
2004-10-04,3:00:00,1.0,922.0,65,3.6,687.0,,1142.0,,1390.0,825.0,11.1,69.3,0.9128,2004-10
2004-10-04,4:00:00,0.8,898.0,69,3.3,669.0,46.0,1163.0,52.0,1386.0,807.0,10.8,70.3,0.9092,2004-10
2004-10-04,5:00:00,1.0,970.0,89,4.0,708.0,81.0,1121.0,55.0,1435.0,842.0,10.2,73.4,0.9129,2004-10
2004-10-04,6:00:00,1.4,1073.0,134,6.0,812.0,112.0,988.0,65.0,1500.0,950.0,10.8,70.5,0.9142,2004-10
2004-10-04,7:00:00,1.7,1081.0,157,8.2,906.0,150.0,895.0,72.0,1591.0,1024.0,11.0,71.0,0.9279,2004-10
