Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2005-10-01,0:00:00,2.0,1174,,7.4,873,288.0,672,137.0,1300,1071,13.7,63.6,0.9912,2005-10
2005-10-01,1:00:00,1.7,1178,,7.4,876,209.0,666,119.0,1319,1059,13.1,68.7,1.0329,2005-10
2005-10-01,2:00:00,1.2,1052,,3.9,704,141.0,807,96.0,1210,909,13.2,69.9,1.0526,2005-10
2005-10-01,3:00:00,0.9,998,,2.1,591,,937,,1147,820,12.8,71.2,1.0454,2005-10
2005-10-01,4:00:00,0.6,960,,1.3,532,66.0,1059,60.0,1122,724,12.9,70.4,1.0444,2005-10
2005-10-01,5:00:00,,958,,1.8,571,64.0,998,54.0,1138,707,12.4,72.5,1.0411,2005-10
2005-10-01,6:00:00,,989,,3.0,650,105.0,900,66.0,1171,768,13.0,70.3,1.0502,2005-10
2005-10-01,7:00:00,0.4,1162,,6.7,843,303.0,685,104.0,1336,1027,12.3,73.3,1.0448,2005-10
2005-10-01,8:00:00,2.6,1523,,21.0,1324,620.0,451,137.0,1776,1502,12.8,71.8,1.0551,2005-10
2005-10-01,9:00:00,3.5,1511,,21.4,1334,590.0,433,146.0,1804,1606,13.1,70.2,1.0567,2005-10
2005-10-01,10:00:00,2.1,1420,,16.1,1183,592.0,488,136.0,1626,1520,12.8,71.8,1.0551,2005-10
2005-10-01,11:00:00,2.1,1413,,16.4,1193,698.0,484,144.0,1598,1566,13.1,70.3,1.0566,2005-10
2005-10-01,12:00:00,1.7,1335,,14.8,1141,482.0,512,133.0,1536,1501,13.7,67.0,1.0446,2005-10
2005-10-01,13:00:00,2.6,1451,,20.1,1298,575.0,452,148.0,1744,1634,14.0,65.4,1.0427,2005-10
2005-10-01,14:00:00,2.6,1410,,19.3,1276,548.0,459,155.0,1701,1587,14.4,63.8,1.0421,2005-10
