Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2004-12-03,0:00:00,1.7,1080,55.0,5.9,805,122.0,1254,97.0,1375,816,8.3,58.5,0.6438,2004-12
2004-12-03,1:00:00,1.9,1044,53.0,6.4,829,133.0,1247,110.0,1378,832,7.7,59.7,0.6308,2004-12
2004-12-03,2:00:00,1.4,988,40.0,4.1,718,82.0,1396,91.0,1304,692,7.1,61.8,0.6276,2004-12
2004-12-03,3:00:00,0.8,889,21.0,1.9,574,,1680,,1187,512,7.0,62.3,0.6261,2004-12
2004-12-03,4:00:00,,831,10.0,1.1,506,21.0,1893,32.0,1134,384,6.1,65.9,0.6248,2004-12
2004-12-03,5:00:00,0.6,847,7.0,1.0,501,30.0,1895,44.0,1155,394,6.3,65.0,0.6233,2004-12
2004-12-03,6:00:00,0.8,927,17.0,1.8,571,56.0,1685,71.0,1223,487,6.8,62.9,0.6234,2004-12
2004-12-03,7:00:00,1.4,1091,33.0,4.4,730,109.0,1387,104.0,1361,748,6.4,65.1,0.6316,2004-12
2004-12-03,8:00:00,4.4,1587,202.0,17.9,1236,307.0,897,141.0,1900,1400,7.3,63.1,0.6499,2004-12
2004-12-03,9:00:00,,1545,,22.1,1353,,767,,2058,1588,9.2,56.2,0.6561,2004-12
2004-12-03,10:00:00,3.1,1350,208.0,14.0,1118,187.0,912,122.0,1712,1237,13.2,41.7,0.632,2004-12
2004-12-03,11:00:00,2.7,1263,166.0,11.6,1037,216.0,969,143.0,1598,1167,14.3,38.4,0.6243,2004-12
2004-12-03,12:00:00,2.1,1206,114.0,10.2,986,143.0,1035,113.0,1537,959,15.0,36.5,0.6195,2004-12
2004-12-03,13:00:00,2.5,1252,140.0,11.0,1016,160.0,1008,116.0,1593,983,16.1,34.5,0.6262,2004-12
2004-12-03,14:00:00,2.7,1287,169.0,12.8,1078,163.0,949,123.0,1660,1061,16.3,35.7,0.656,2004-12
2004-12-03,15:00:00,2.9,1353,185.0,14.2,1122,190.0,922,126.0,1740,1139,15.8,37.0,0.661,2004-12
2004-12-03,16:00:00,2.8,1309,165.0,12.7,1073,178.0,954,120.0,1657,1112,15.9,37.2,0.6657,2004-12
2004-12-03,17:00:00,2.4,1274,133.0,11.7,1041,150.0,1006,119.0,1610,994,16.9,34.3,0.6549,2004-12
2004-12-03,18:00:00,3.9,1510,233.0,19.3,1277,206.0,812,149.0,1910,1410,15.1,39.6,0.6766,2004-12
2004-12-03,19:00:00,3.7,1525,242.0,18.2,1246,202.0,821,145.0,1847,1448,14.4,43.4,0.7084,2004-12
2004-12-03,20:00:00,6.6,1843,488.0,32.6,1610,340.0,624,170.0,2390,1887,12.9,50.5,0.7478,2004-12
2004-12-03,21:00:00,4.4,1598,333.0,20.1,1299,274.0,752,149.0,1941,1627,12.1,53.3,0.7536,2004-12
2004-12-03,22:00:00,3.5,1484,215.0,14.3,1127,253.0,839,139.0,1723,1491,11.0,59.1,0.774,2004-12
2004-12-03,23:00:00,5.4,1677,367.0,21.8,1346,300.0,741,134.0,2062,1657,9.7,64.6,0.7771,2004-12
2004-12-04,0:00:00,0.7,840.0,31,1.6,556.0,41.0,1474.0,58.0,1094.0,366.0,13.7,38.3,0.5957,2004-12
2004-12-04,1:00:00,0.6,799.0,29,1.1,514.0,42.0,1615.0,59.0,1036.0,332.0,14.1,34.0,0.5442,2004-12
2004-12-04,2:00:00,0.7,856.0,34,2.0,581.0,36.0,1448.0,54.0,1111.0,346.0,14.6,34.0,0.5605,2004-12
2004-12-04,3:00:00,0.6,830.0,34,1.7,560.0,,1452.0,,1066.0,350.0,14.4,32.8,0.5364,2004-12
2004-12-04,4:00:00,0.3,753.0,9,0.7,462.0,16.0,1822.0,25.0,955.0,274.0,13.9,30.9,0.4868,2004-12
2004-12-04,5:00:00,0.3,785.0,14,0.5,448.0,16.0,1923.0,26.0,1003.0,263.0,13.5,37.9,0.5852,2004-12
2004-12-04,6:00:00,0.4,835,23.0,0.7,472,33.0,1756,49.0,1117,314,13.9,43.6,0.6871,2004-12
2004-12-04,7:00:00,0.5,865,36.0,0.9,494,39.0,1613,53.0,1185,367,13.5,50.1,0.7706,2004-12
2004-12-04,8:00:00,0.6,922,39.0,1.5,541,45.0,1453,57.0,1246,432,13.3,53.6,0.8169,2004-12
2004-12-04,9:00:00,0.8,975,38.0,2.2,598,63.0,1268,73.0,1293,536,13.4,56.0,0.8576,2004-12
2004-12-04,10:00:00,1.0,1040,55.0,2.9,646,71.0,1210,78.0,1325,555,13.0,59.6,0.886,2004-12
2004-12-04,11:00:00,1.3,1115,75.0,3.9,707,104.0,1105,93.0,1384,677,12.7,62.7,0.9173,2004-12
2004-12-04,12:00:00,1.1,1004,64.0,2.8,641,85.0,1201,71.0,1305,557,12.1,60.5,0.8505,2004-12
2004-12-04,13:00:00,0.6,895,39.0,1.4,536,53.0,1415,56.0,1229,421,11.2,64.4,0.8537,2004-12
2004-12-04,14:00:00,0.7,917,42.0,1.7,563,58.0,1415,60.0,1257,423,10.7,67.6,0.8703,2004-12
2004-12-04,15:00:00,1.2,1025,78.0,3.6,689,89.0,1189,77.0,1325,519,11.4,61.2,0.8236,2004-12
2004-12-04,16:00:00,1.4,1035,69.0,3.1,660,96.0,1222,82.0,1301,533,9.9,70.5,0.8581,2004-12
2004-12-04,17:00:00,1.2,1025,67.0,3.5,682,88.0,1197,77.0,1313,537,10.3,65.2,0.8151,2004-12
2004-12-04,18:00:00,1.3,1040,83.0,3.9,705,100.0,1149,91.0,1324,612,11.0,58.9,0.7714,2004-12
2004-12-04,19:00:00,1.8,1070,79.0,5.2,776,127.0,1065,93.0,1369,697,10.6,59.5,0.7595,2004-12
2004-12-04,20:00:00,1.2,964,68.0,3.7,692,88.0,1176,82.0,1292,573,10.6,57.7,0.7362,2004-12
2004-12-04,21:00:00,0.8,904,56.0,2.7,635,66.0,1269,74.0,1233,489,10.6,56.1,0.7149,2004-12
