Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2005-12-01,0:00:00,1.2,1208,,9.6,964,399.0,602,127.0,1305,1350,12.0,66.6,0.9293,2005-12
2005-12-01,1:00:00,2.4,1280,,11.4,1029,399.0,564,123.0,1366,1363,11.4,69.6,0.9373,2005-12
2005-12-01,2:00:00,2.1,1174,,9.1,942,381.0,626,122.0,1296,1262,11.2,70.3,0.9323,2005-12
2005-12-01,3:00:00,1.1,1022,,4.3,729,,803,,1139,1034,11.5,68.2,0.9271,2005-12
2005-12-01,4:00:00,,1002,,4.2,722,162.0,807,85.0,1161,998,10.7,71.3,0.9161,2005-12
2005-12-01,5:00:00,1.0,1018,,4.7,746,183.0,800,83.0,1171,958,10.0,74.8,0.9161,2005-12
2005-12-01,6:00:00,1.4,1095,,7.3,868,357.0,676,98.0,1241,1078,9.2,78.5,0.9143,2005-12
2005-12-01,7:00:00,1.8,1182,,9.3,951,479.0,634,109.0,1327,1143,8.8,79.4,0.9033,2005-12
2005-12-01,8:00:00,3.8,1478,,17.8,1234,852.0,470,138.0,1606,1551,8.7,79.4,0.8944,2005-12
2005-12-01,9:00:00,4.1,1515,,20.1,1298,822.0,434,138.0,1706,1669,8.9,76.5,0.8767,2005-12
2005-12-01,10:00:00,4.4,1488,,19.6,1286,910.0,452,170.0,1648,1766,9.9,73.3,0.8936,2005-12
2005-12-01,11:00:00,3.5,1383,,16.5,1196,800.0,497,191.0,1514,1717,11.8,65.5,0.901,2005-12
2005-12-01,12:00:00,3.5,1383,,17.3,1218,758.0,497,196.0,1506,1738,13.0,60.9,0.9061,2005-12
2005-12-01,13:00:00,3.8,1337,,17.7,1231,647.0,505,185.0,1518,1611,14.7,52.3,0.8687,2005-12
2005-12-01,14:00:00,3.1,1243,,15.2,1155,431.0,546,156.0,1473,1398,15.1,49.6,0.8428,2005-12
2005-12-01,15:00:00,3.4,1304,,18.2,1244,491.0,507,173.0,1558,1497,15.7,48.8,0.8657,2005-12
2005-12-01,16:00:00,3.3,1284,,17.2,1216,476.0,522,166.0,1545,1415,15.8,48.9,0.8707,2005-12
2005-12-01,17:00:00,3.4,1303,,17.6,1226,538.0,521,173.0,1554,1457,14.6,54.0,0.8946,2005-12
2005-12-01,18:00:00,4.7,1461,,25.4,1440,621.0,440,177.0,1806,1669,14.3,56.3,0.9119,2005-12
2005-12-01,19:00:00,5.7,1517,,28.4,1512,728.0,421,182.0,1902,1740,14.1,57.8,0.9262,2005-12
2005-12-01,20:00:00,5.6,1526,,27.5,1492,716.0,428,166.0,1883,1770,13.1,62.9,0.943,2005-12
2005-12-01,21:00:00,5.9,1495,,23.3,1386,782.0,457,177.0,1736,1734,12.0,67.5,0.9467,2005-12
2005-12-01,22:00:00,3.6,1333,,15.2,1154,550.0,534,158.0,1441,1647,10.7,70.9,0.9113,2005-12
2005-12-01,23:00:00,2.5,1216,,11.1,1020,377.0,605,133.0,1337,1379,10.0,73.2,0.8988,2005-12
2005-12-02,0:00:00,4.2,1494.0,,14.2,1124.0,541.0,504.0,211.0,1313.0,1931.0,5.8,64.3,0.5964,2005-12
2005-12-02,1:00:00,4.3,1462.0,,12.9,1080.0,599.0,522.0,229.0,1274.0,1889.0,5.3,66.8,0.5979,2005-12
2005-12-02,2:00:00,3.6,1326.0,,9.7,967.0,490.0,578.0,216.0,1174.0,1699.0,5.0,66.6,0.5871,2005-12
2005-12-02,3:00:00,2.5,1185.0,,5.9,807.0,,685.0,,1051.0,1467.0,5.0,66.3,0.5811,2005-12
2005-12-02,4:00:00,,1154.0,,5.5,788.0,223.0,709.0,146.0,1065.0,1390.0,5.1,65.9,0.5827,2005-12
2005-12-02,5:00:00,1.4,1175.0,,6.6,839.0,214.0,670.0,136.0,1087.0,1371.0,4.1,69.0,0.5735,2005-12
2005-12-02,6:00:00,1.4,1203.0,,7.3,870.0,274.0,641.0,156.0,1103.0,1427.0,4.6,67.6,0.5778,2005-12
2005-12-02,7:00:00,1.6,1250.0,,8.8,933.0,338.0,620.0,176.0,1144.0,1489.0,5.2,65.5,0.5836,2005-12
