Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2005-05-01,0:00:00,1.7,,,,,266.0,,129.0,,,,,,2005-05
2005-05-01,1:00:00,1.7,1135.0,,5.6,792.0,226.0,727.0,120.0,1170.0,1151.0,9.5,69.5,0.8261,2005-05
2005-05-01,2:00:00,1.9,1188.0,,8.1,901.0,259.0,657.0,119.0,1261.0,1185.0,9.1,70.9,0.8176,2005-05
2005-05-01,3:00:00,2.0,1242.0,,8.5,921.0,,626.0,,1219.0,1374.0,8.1,72.1,0.7798,2005-05
2005-05-01,4:00:00,2.0,1219.0,,7.7,889.0,260.0,649.0,111.0,1186.0,1405.0,7.9,72.1,0.7679,2005-05
2005-05-01,5:00:00,1.7,1187.0,,6.8,850.0,242.0,653.0,109.0,1169.0,1383.0,7.6,72.7,0.7598,2005-05
2005-05-01,6:00:00,1.8,1225.0,,8.1,904.0,267.0,644.0,110.0,1194.0,1460.0,7.5,71.7,0.7439,2005-05
2005-05-01,7:00:00,2.2,1333.0,,11.1,1019.0,411.0,576.0,126.0,1275.0,1612.0,7.9,70.6,0.7562,2005-05
2005-05-01,8:00:00,3.7,1489.0,,16.4,1193.0,670.0,497.0,148.0,1475.0,1776.0,8.6,69.0,0.7732,2005-05
2005-05-01,9:00:00,4.8,1596.0,,21.6,1341.0,830.0,436.0,162.0,1672.0,1991.0,9.1,67.5,0.7831,2005-05
2005-05-01,10:00:00,4.8,1585.0,,19.3,1277.0,845.0,456.0,173.0,1567.0,1944.0,9.8,65.8,0.7967,2005-05
2005-05-01,11:00:00,5.2,1674.0,,22.9,1376.0,992.0,438.0,198.0,1643.0,2098.0,11.2,61.9,0.8226,2005-05
2005-05-01,12:00:00,5.9,1741.0,,25.3,1438.0,1130.0,416.0,219.0,1741.0,2159.0,12.8,60.1,0.882,2005-05
2005-05-01,13:00:00,5.9,1680.0,,25.2,1434.0,977.0,417.0,206.0,1790.0,2005.0,13.4,62.4,0.9513,2005-05
2005-05-01,14:00:00,3.1,1295.0,,13.2,1090.0,459.0,553.0,155.0,1479.0,1441.0,14.3,61.2,0.9941,2005-05
2005-05-01,15:00:00,2.6,1288.0,,13.9,1112.0,346.0,560.0,150.0,1492.0,1380.0,14.6,59.6,0.9824,2005-05
2005-05-01,16:00:00,2.8,1281.0,,13.8,1111.0,383.0,553.0,148.0,1483.0,1409.0,14.2,60.0,0.9684,2005-05
2005-05-01,17:00:00,2.8,1310.0,,13.5,1099.0,414.0,559.0,158.0,1481.0,1445.0,13.8,62.6,0.9862,2005-05
2005-05-01,18:00:00,2.8,1276.0,,13.5,1099.0,370.0,559.0,152.0,1504.0,1388.0,13.6,64.0,0.9891,2005-05
2005-05-01,19:00:00,3.1,1312.0,,15.0,1148.0,400.0,532.0,148.0,1525.0,1411.0,13.4,64.5,0.9865,2005-05
2005-05-01,20:00:00,3.3,1332.0,,14.9,1146.0,378.0,539.0,147.0,1523.0,1377.0,13.5,64.7,0.9971,2005-05
2005-05-01,21:00:00,2.7,1248.0,,11.9,1046.0,357.0,588.0,144.0,1404.0,1316.0,13.4,65.3,0.9967,2005-05
2005-05-01,22:00:00,2.3,1182.0,,9.2,947.0,333.0,643.0,144.0,1334.0,1210.0,13.2,64.5,0.9732,2005-05
2005-05-01,23:00:00,1.6,1059.0,,6.0,810.0,227.0,764.0,126.0,1200.0,1002.0,13.2,62.3,0.9392,2005-05
2005-05-02,0:00:00,1.6,1041,,5.3,778,266.0,828,166.0,947,1011,5.5,49.0,0.4471,2005-05
2005-05-02,1:00:00,1.5,1034,,5.1,769,261.0,816,167.0,952,1049,4.9,52.0,0.4548,2005-05
2005-05-02,2:00:00,1.3,1009,,4.8,751,223.0,828,154.0,939,1053,4.1,54.7,0.4536,2005-05
2005-05-02,3:00:00,1.6,1105,,6.4,828,,735,,997,1157,2.1,64.2,0.4633,2005-05
2005-05-02,4:00:00,2.0,1084,,7.0,859,272.0,703,164.0,1017,1163,1.5,66.2,0.4571,2005-05
2005-05-02,5:00:00,1.3,989,,4.4,731,226.0,815,149.0,936,1018,1.0,67.7,0.4523,2005-05
2005-05-02,6:00:00,0.9,1047,,5.6,792,250.0,757,150.0,957,1121,0.8,69.9,0.4591,2005-05
2005-05-02,7:00:00,1.4,1091,,7.3,868,402.0,705,205.0,1021,1200,1.3,67.2,0.4598,2005-05
2005-05-02,8:00:00,3.1,1263,,12.7,1074,708.0,614,283.0,1198,1403,2.0,63.6,0.4564,2005-05
2005-05-02,9:00:00,4.1,1165,,11.3,1024,759.0,646,310.0,1134,1365,4.1,52.7,0.4345,2005-05
2005-05-02,10:00:00,1.3,966,,4.9,760,302.0,877,200.0,890,940,7.5,39.2,0.4091,2005-05
2005-05-02,11:00:00,0.9,927,,3.8,702,210.0,932,147.0,847,750,9.0,34.5,0.398,2005-05
2005-05-02,12:00:00,1.0,909,,3.4,678,180.0,960,128.0,838,652,9.2,34.5,0.4025,2005-05
2005-05-02,13:00:00,1.0,941,,4.2,723,165.0,922,121.0,880,643,9.3,33.8,0.3981,2005-05
2005-05-02,14:00:00,1.1,903,,3.7,696,180.0,932,129.0,850,629,9.3,33.1,0.3874,2005-05
2005-05-02,15:00:00,0.8,891,,3.3,668,147.0,991,110.0,819,549,9.7,30.8,0.3716,2005-05
2005-05-02,16:00:00,1.0,904,,3.4,674,177.0,968,126.0,824,578,9.6,31.1,0.3718,2005-05
2005-05-02,17:00:00,0.9,900,,3.1,659,157.0,990,121.0,807,582,8.6,32.8,0.3669,2005-05
2005-05-02,18:00:00,0.9,926,,4.3,725,195.0,933,142.0,847,694,7.2,35.0,0.3567,2005-05
2005-05-02,19:00:00,1.6,999,,6.2,821,263.0,846,174.0,915,926,6.4,36.8,0.3566,2005-05
2005-05-02,20:00:00,1.4,994,,5.2,774,239.0,854,168.0,917,915,6.0,40.2,0.3773,2005-05
2005-05-02,21:00:00,1.4,1010,,5.8,801,267.0,826,180.0,944,986,5.5,42.6,0.3874,2005-05
2005-05-02,22:00:00,1.1,938,,3.5,685,214.0,934,157.0,870,840,4.9,43.7,0.3809,2005-05
2005-05-02,23:00:00,1.2,983,,4.9,760,236.0,869,162.0,898,939,4.2,43.2,0.3605,2005-05
2005-05-03,0:00:00,2.2,1100,,6.0,810,327.0,768,172.0,1070,1158,6.3,59.8,0.5761,2005-05
2005-05-03,1:00:00,2.1,1136,,6.8,849,344.0,715,164.0,1132,1216,5.4,65.8,0.5935,2005-05
2005-05-03,2:00:00,1.7,1000,,4.0,712,270.0,848,157.0,989,971,5.8,59.6,0.5523,2005-05
2005-05-03,3:00:00,1.5,1041,,4.4,732,,789,,1003,1076,4.9,62.6,0.5477,2005-05
2005-05-03,4:00:00,,1009,,4.0,710,191.0,819,136.0,974,1011,4.4,63.9,0.5385,2005-05
2005-05-03,5:00:00,1.1,975,,3.5,681,136.0,889,110.0,948,813,4.2,62.5,0.5191,2005-05
2005-05-03,6:00:00,1.1,993,,4.3,727,194.0,810,128.0,989,1001,3.1,68.6,0.5302,2005-05
2005-05-03,7:00:00,0.8,872,,2.0,587,168.0,1082,132.0,866,655,4.6,54.6,0.4682,2005-05
2005-05-03,8:00:00,1.3,1017,,6.1,818,254.0,842,156.0,1034,933,5.0,54.5,0.4788,2005-05
2005-05-03,9:00:00,2.3,1070,,8.7,928,410.0,701,185.0,1112,1088,7.0,48.1,0.4847,2005-05
2005-05-03,10:00:00,1.1,915,,3.1,658,166.0,957,121.0,866,562,10.0,37.7,0.4643,2005-05
2005-05-03,11:00:00,1.1,978,,5.2,772,162.0,870,117.0,955,586,13.0,30.3,0.452,2005-05
2005-05-03,12:00:00,1.5,968,,5.3,777,188.0,830,133.0,929,617,14.0,28.1,0.4476,2005-05
2005-05-03,13:00:00,1.6,1008,,6.7,843,199.0,787,136.0,998,705,13.3,28.9,0.4399,2005-05
2005-05-03,14:00:00,2.2,1025,,8.3,913,272.0,724,162.0,1035,814,13.4,29.0,0.4436,2005-05
2005-05-03,15:00:00,1.5,983,,5.9,806,180.0,820,132.0,966,615,13.5,28.3,0.4374,2005-05
