Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2004-06-04,0:00:00,1.0,1015,101.0,4.1,718,61.0,1065,71.0,1428,714,16.6,55.4,1.0408,2004-06
2004-06-04,1:00:00,0.8,978,66.0,2.7,635,36.0,1188,51.0,1382,579,15.9,57.0,1.0224,2004-06
2004-06-04,2:00:00,0.5,933,40.0,1.5,547,25.0,1357,39.0,1336,542,15.0,59.2,1.0059,2004-06
2004-06-04,3:00:00,0.5,927,54.0,1.9,579,,1267,,1370,562,14.5,61.4,1.0041,2004-06
2004-06-04,4:00:00,0.5,908,39.0,1.8,569,24.0,1303,35.0,1360,526,14.1,61.6,0.9883,2004-06
2004-06-04,5:00:00,0.8,980,62.0,3.4,677,73.0,1141,64.0,1435,659,14.6,58.8,0.9711,2004-06
2004-06-04,6:00:00,1.7,1236,120.0,8.5,920,164.0,880,94.0,1641,1012,14.4,58.9,0.9594,2004-06
2004-06-04,7:00:00,4.5,1664,599.0,24.1,1407,329.0,594,134.0,2198,1564,15.3,55.2,0.9538,2004-06
2004-06-04,8:00:00,6.2,1757,1084.0,33.7,1636,302.0,494,129.0,2560,1806,16.2,52.5,0.9576,2004-06
2004-06-04,9:00:00,4.4,1524,776.0,22.0,1350,256.0,588,125.0,2096,1604,18.4,46.3,0.9734,2004-06
2004-06-04,10:00:00,2.9,1329,470.0,14.1,1119,182.0,707,107.0,1823,1288,19.6,41.8,0.9407,2004-06
2004-06-04,11:00:00,1.6,1167,169.0,7.6,884,105.0,881,78.0,1580,931,20.2,40.1,0.937,2004-06
2004-06-04,12:00:00,2.6,1369,304.0,14.5,1132,136.0,715,91.0,1818,1162,20.9,36.6,0.8939,2004-06
2004-06-04,13:00:00,2.9,1284,405.0,13.6,1103,167.0,755,116.0,1704,1064,20.4,34.7,0.8229,2004-06
2004-06-04,14:00:00,2.5,1221,297.0,11.5,1032,166.0,811,131.0,1630,913,19.3,35.4,0.7813,2004-06
2004-06-04,15:00:00,1.9,1096,220.0,9.2,947,115.0,872,113.0,1519,684,18.6,36.9,0.7829,2004-06
2004-06-04,16:00:00,1.9,1143,226.0,10.3,988,109.0,849,98.0,1590,710,18.8,36.8,0.7883,2004-06
2004-06-04,17:00:00,2.7,1251,456.0,14.0,1116,143.0,760,116.0,1716,923,17.5,40.6,0.8068,2004-06
2004-06-04,18:00:00,3.0,1268,470.0,15.0,1148,159.0,728,120.0,1776,1006,16.8,44.3,0.8428,2004-06
2004-06-04,19:00:00,3.3,1314,503.0,15.1,1150,181.0,726,126.0,1784,1083,16.3,47.7,0.8746,2004-06
2004-06-04,20:00:00,3.2,1315,459.0,14.8,1142,178.0,724,126.0,1807,1161,15.6,50.7,0.8947,2004-06
2004-06-04,21:00:00,1.8,1095,227.0,8.5,918,91.0,896,90.0,1527,800,15.7,49.4,0.8768,2004-06
2004-06-04,22:00:00,1.3,1027,152.0,5.9,808,76.0,996,81.0,1458,647,15.8,48.6,0.8653,2004-06
2004-06-04,23:00:00,1.1,1012,94.0,4.8,752,66.0,1053,74.0,1393,649,15.7,47.0,0.8325,2004-06
2004-06-05,0:00:00,1.4,898,,4.6,741,79.0,1085,76.0,1468,589,12.5,75.8,1.0938,2004-06
2004-06-05,1:00:00,0.9,835,,3.4,674,46.0,1201,58.0,1416,488,12.0,75.0,1.0499,2004-06
2004-06-05,2:00:00,0.5,766,,1.2,523,19.0,1534,30.0,1310,387,12.6,72.2,1.0503,2004-06
2004-06-05,3:00:00,0.4,743,,1.0,502,,1635,,1292,355,12.7,71.6,1.0486,2004-06
2004-06-05,4:00:00,,758,,1.2,517,15.0,1625,22.0,1294,351,13.1,67.1,1.0079,2004-06
2004-06-05,5:00:00,0.6,804,,2.3,604,48.0,1366,50.0,1357,420,13.2,64.6,0.9774,2004-06
2004-06-05,6:00:00,1.3,948,,6.1,817,128.0,1048,92.0,1546,695,13.1,65.6,0.9815,2004-06
2004-06-05,7:00:00,2.9,1204,,16.8,1205,193.0,729,101.0,1984,1139,14.7,58.5,0.9688,2004-06
2004-06-05,8:00:00,3.6,1231,,20.3,1304,203.0,652,121.0,2029,1315,15.9,53.1,0.9529,2004-06
2004-06-05,9:00:00,3.4,1176,,16.4,1191,220.0,705,130.0,1836,1217,17.9,46.1,0.9388,2004-06
