Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2005-07-01,0:00:00,1.3,1041.0,,4.3,729.0,164.0,819.0,98.0,1130.0,972.0,10.0,70.9,0.8706,2005-07
2005-07-01,1:00:00,1.4,1032.0,,3.6,687.0,142.0,867.0,89.0,1109.0,878.0,9.8,70.7,0.8571,2005-07
2005-07-01,2:00:00,1.2,1010.0,,3.1,661.0,142.0,881.0,82.0,1100.0,853.0,8.0,75.0,0.8098,2005-07
2005-07-01,3:00:00,1.0,951.0,,2.5,620.0,,938.0,,1077.0,779.0,7.9,75.1,0.805,2005-07
2005-07-01,4:00:00,1.0,944.0,,2.5,617.0,127.0,944.0,77.0,1039.0,766.0,7.0,77.3,0.7782,2005-07
2005-07-01,5:00:00,0.6,862.0,,1.4,540.0,73.0,1110.0,55.0,999.0,670.0,7.2,74.4,0.7581,2005-07
2005-07-01,6:00:00,0.7,909.0,,1.8,567.0,100.0,1049.0,63.0,993.0,694.0,6.7,75.0,0.7418,2005-07
2005-07-01,7:00:00,1.0,965.0,,3.1,659.0,126.0,973.0,69.0,1059.0,739.0,6.4,76.3,0.7389,2005-07
2005-07-01,8:00:00,1.7,1102.0,,7.6,884.0,284.0,719.0,99.0,1218.0,940.0,6.0,78.5,0.7377,2005-07
2005-07-01,9:00:00,3.0,1226.0,,15.3,1157.0,419.0,552.0,125.0,1464.0,1201.0,6.3,77.4,0.7452,2005-07
2005-07-01,10:00:00,2.4,1132.0,,9.3,950.0,432.0,659.0,123.0,1253.0,1106.0,7.7,73.8,0.7769,2005-07
2005-07-01,11:00:00,2.2,1183.0,,11.0,1013.0,310.0,632.0,128.0,1306.0,1186.0,10.2,61.5,0.7638,2005-07
2005-07-01,12:00:00,2.6,1211.0,,10.6,998.0,446.0,605.0,149.0,1298.0,1302.0,11.3,58.1,0.7743,2005-07
2005-07-01,13:00:00,2.5,1253.0,,11.4,1030.0,464.0,590.0,137.0,1351.0,1368.0,10.6,62.3,0.7981,2005-07
2005-07-01,14:00:00,3.0,1311.0,,13.1,1088.0,505.0,563.0,147.0,1402.0,1452.0,11.1,62.0,0.8199,2005-07
2005-07-01,15:00:00,3.3,1341.0,,14.8,1142.0,564.0,536.0,168.0,1454.0,1537.0,12.6,57.7,0.8387,2005-07
2005-07-01,16:00:00,3.8,1432.0,,16.5,1195.0,625.0,509.0,180.0,1513.0,1651.0,13.3,56.2,0.8548,2005-07
2005-07-01,17:00:00,3.6,1404.0,,16.5,1195.0,590.0,499.0,170.0,1501.0,1623.0,11.2,65.3,0.8639,2005-07
2005-07-01,18:00:00,5.0,1493.0,,21.5,1337.0,712.0,466.0,180.0,1638.0,1742.0,8.8,74.6,0.8434,2005-07
2005-07-01,19:00:00,5.7,1478.0,,22.2,1357.0,723.0,473.0,178.0,1652.0,1639.0,7.2,78.5,0.803,2005-07
2005-07-01,20:00:00,5.0,1411.0,,20.5,1311.0,707.0,487.0,159.0,1589.0,1537.0,6.5,80.0,0.7789,2005-07
2005-07-01,21:00:00,4.8,1387.0,,17.7,1231.0,737.0,523.0,156.0,1487.0,1463.0,5.8,83.8,0.7768,2005-07
