Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2004-05-04,0:00:00,,1102,,4.7,750,,1007,,1470,613,14.7,64.4,1.0717,2004-05
2004-05-04,1:00:00,,969,,2.4,611,,1239,,1330,430,14.8,63.3,1.0584,2004-05
2004-05-04,2:00:00,,983,,2.2,600,,1233,,1375,485,15.0,61.5,1.0418,2004-05
2004-05-04,3:00:00,,876,,1.1,505,,1456,,1294,467,15.5,56.9,0.9961,2004-05
2004-05-04,4:00:00,,884,,0.9,489,,1536,,1278,436,16.0,54.0,0.9742,2004-05
2004-05-04,5:00:00,,1024,,3.1,658,,1175,,1417,682,13.5,63.9,0.9809,2004-05
2004-05-04,6:00:00,,1126,,6.2,822,,945,,1541,927,12.9,65.3,0.9688,2004-05
2004-05-04,7:00:00,,1415,,13.2,1089,,767,,1795,1192,13.4,62.5,0.9582,2004-05
2004-05-04,8:00:00,,1631,,25.8,1449,,570,,2299,1615,14.5,58.8,0.963,2004-05
2004-05-04,9:00:00,,1499,,18.2,1247,,647,,1972,1505,15.3,56.7,0.9773,2004-05
2004-05-04,10:00:00,3.1,1461,424.0,14.3,1127,236.0,703,124.0,1836,1451,15.6,57.4,1.0075,2004-05
2004-05-04,11:00:00,3.0,1430,339.0,13.7,1107,228.0,713,121.0,1853,1409,16.6,55.2,1.0382,2004-05
2004-05-04,12:00:00,3.2,1498,445.0,15.7,1171,206.0,684,114.0,1942,1434,17.0,54.3,1.0434,2004-05
2004-05-04,13:00:00,3.1,1454,535.0,15.4,1162,188.0,682,114.0,1915,1457,18.0,51.5,1.0552,2004-05
2004-05-04,14:00:00,2.5,1402,278.0,12.6,1069,158.0,733,106.0,1793,1325,19.5,47.5,1.0653,2004-05
2004-05-04,15:00:00,2.1,1327,256.0,9.8,971,124.0,803,89.0,1705,1120,21.6,41.7,1.0606,2004-05
2004-05-04,16:00:00,2.0,1273,245.0,9.6,963,98.0,832,82.0,1662,931,22.2,38.3,1.0106,2004-05
2004-05-04,17:00:00,3.2,1457,458.0,16.3,1190,160.0,678,111.0,1877,1212,20.3,42.8,1.0053,2004-05
2004-05-04,18:00:00,4.1,1543,710.0,19.8,1290,194.0,631,132.0,2011,1353,19.7,45.4,1.0312,2004-05
2004-05-04,19:00:00,3.9,1499,678.0,18.0,1239,174.0,651,121.0,1957,1359,18.8,47.5,1.0199,2004-05
2004-05-04,20:00:00,3.1,1378,436.0,13.6,1102,157.0,742,116.0,1796,1273,17.9,49.4,1.0064,2004-05
2004-05-04,21:00:00,2.0,1243,178.0,8.7,928,109.0,852,100.0,1622,1079,17.5,50.9,1.009,2004-05
2004-05-04,22:00:00,1.7,1196,160.0,7.7,885,85.0,884,89.0,1589,973,17.4,51.8,1.023,2004-05
2004-05-04,23:00:00,1.6,1137,177.0,7.3,869,90.0,890,92.0,1554,951,17.0,53.9,1.0363,2004-05
2004-05-05,0:00:00,0.7,830,,2.3,608,33.0,1282,41.0,1370,441,18.6,52.3,1.1121,2004-05
2004-05-05,1:00:00,0.5,778,,1.4,534,14.0,1480,22.0,1294,358,19.0,49.8,1.0831,2004-05
2004-05-05,2:00:00,0.5,820,,1.5,541,18.0,1450,28.0,1360,377,15.7,64.5,1.14,2004-05
2004-05-05,3:00:00,0.5,842,,1.8,565,,1327,,1399,437,15.5,66.9,1.1691,2004-05
2004-05-05,4:00:00,,867,,2.1,589,28.0,1267,41.0,1439,468,14.7,74.1,1.2302,2004-05
2004-05-05,5:00:00,0.8,927,,3.5,682,56.0,1109,54.0,1526,580,14.6,77.1,1.2727,2004-05
2004-05-05,6:00:00,1.3,1060,,6.9,851,108.0,912,81.0,1673,805,14.5,78.3,1.2851,2004-05
2004-05-05,7:00:00,3.5,1440,,19.1,1271,251.0,630,107.0,2163,1273,15.1,76.8,1.3061,2004-05
2004-05-05,8:00:00,,1449,,22.0,1350,,571,,2264,1452,16.4,70.8,1.3088,2004-05
2004-05-05,9:00:00,3.9,1384,,18.9,1265,255.0,620,124.0,2143,1307,16.4,72.4,1.3379,2004-05
2004-05-05,10:00:00,2.9,1172,,13.0,1085,214.0,737,123.0,1876,1102,16.3,68.6,1.2657,2004-05
2004-05-05,11:00:00,2.6,1143,,13.0,1083,190.0,735,120.0,1887,1083,17.2,62.9,1.2228,2004-05
2004-05-05,12:00:00,3.0,1167,,14.5,1134,182.0,709,113.0,1920,1083,17.4,61.1,1.206,2004-05
2004-05-05,13:00:00,3.7,1303,,19.7,1288,202.0,618,114.0,2116,1236,16.8,66.8,1.2691,2004-05
2004-05-05,14:00:00,3.9,1264,,19.4,1279,224.0,631,120.0,2049,1223,17.3,62.6,1.226,2004-05
2004-05-05,15:00:00,3.5,1242,,16.4,1193,221.0,684,125.0,1945,1175,17.5,60.8,1.2029,2004-05
2004-05-05,16:00:00,2.4,1070,,11.2,1022,126.0,824,88.0,1740,933,17.5,59.2,1.1725,2004-05
2004-05-05,17:00:00,1.6,981,,10.0,978,79.0,857,72.0,1682,835,17.7,56.9,1.1392,2004-05
2004-05-05,18:00:00,3.0,1198,,14.6,1136,137.0,717,103.0,1870,1291,17.1,61.5,1.1873,2004-05
2004-05-05,19:00:00,1.6,1000,,8.5,918,68.0,881,67.0,1661,802,17.5,63.9,1.2667,2004-05
2004-05-05,20:00:00,2.1,1110,,9.2,949,96.0,850,79.0,1733,842,15.9,70.7,1.2672,2004-05
2004-05-05,21:00:00,1.8,1023,,6.9,854,111.0,918,89.0,1637,744,15.1,75.1,1.2799,2004-05
2004-05-05,22:00:00,1.1,861,,3.7,695,56.0,1130,67.0,1438,500,13.9,72.5,1.1502,2004-05
2004-05-05,23:00:00,1.5,969,,4.9,760,81.0,1059,83.0,1518,560,12.0,79.8,1.1175,2004-05
2004-05-04,0:00:00,,1102,,4.7,750,,1007,,1470,613,14.7,64.4,1.0717,2004-05
2004-05-04,1:00:00,,969,,2.4,611,,1239,,1330,430,14.8,63.3,1.0584,2004-05
2004-05-04,2:00:00,,983,,2.2,600,,1233,,1375,485,15.0,61.5,1.0418,2004-05
2004-05-04,3:00:00,,876,,1.1,505,,1456,,1294,467,15.5,56.9,0.9961,2004-05
2004-05-04,4:00:00,,884,,0.9,489,,1536,,1278,436,16.0,54.0,0.9742,2004-05
2004-05-04,5:00:00,,1024,,3.1,658,,1175,,1417,682,13.5,63.9,0.9809,2004-05
2004-05-04,6:00:00,,1126,,6.2,822,,945,,1541,927,12.9,65.3,0.9688,2004-05
2004-05-04,7:00:00,,1415,,13.2,1089,,767,,1795,1192,13.4,62.5,0.9582,2004-05
2004-05-04,8:00:00,,1631,,25.8,1449,,570,,2299,1615,14.5,58.8,0.963,2004-05
2004-05-04,9:00:00,,1499,,18.2,1247,,647,,1972,1505,15.3,56.7,0.9773,2004-05
2004-05-04,10:00:00,3.1,1461,424.0,14.3,1127,236.0,703,124.0,1836,1451,15.6,57.4,1.0075,2004-05
2004-05-04,11:00:00,3.0,1430,339.0,13.7,1107,228.0,713,121.0,1853,1409,16.6,55.2,1.0382,2004-05
2004-05-04,12:00:00,3.2,1498,445.0,15.7,1171,206.0,684,114.0,1942,1434,17.0,54.3,1.0434,2004-05
2004-05-04,13:00:00,3.1,1454,535.0,15.4,1162,188.0,682,114.0,1915,1457,18.0,51.5,1.0552,2004-05
2004-05-04,14:00:00,2.5,1402,278.0,12.6,1069,158.0,733,106.0,1793,1325,19.5,47.5,1.0653,2004-05
2004-05-04,15:00:00,2.1,1327,256.0,9.8,971,124.0,803,89.0,1705,1120,21.6,41.7,1.0606,2004-05
2004-05-04,16:00:00,2.0,1273,245.0,9.6,963,98.0,832,82.0,1662,931,22.2,38.3,1.0106,2004-05
2004-05-04,17:00:00,3.2,1457,458.0,16.3,1190,160.0,678,111.0,1877,1212,20.3,42.8,1.0053,2004-05
2004-05-04,18:00:00,4.1,1543,710.0,19.8,1290,194.0,631,132.0,2011,1353,19.7,45.4,1.0312,2004-05
2004-05-04,19:00:00,3.9,1499,678.0,18.0,1239,174.0,651,121.0,1957,1359,18.8,47.5,1.0199,2004-05
2004-05-04,20:00:00,3.1,1378,436.0,13.6,1102,157.0,742,116.0,1796,1273,17.9,49.4,1.0064,2004-05
2004-05-04,21:00:00,2.0,1243,178.0,8.7,928,109.0,852,100.0,1622,1079,17.5,50.9,1.009,2004-05
2004-05-04,22:00:00,1.7,1196,160.0,7.7,885,85.0,884,89.0,1589,973,17.4,51.8,1.023,2004-05
2004-05-04,23:00:00,1.6,1137,177.0,7.3,869,90.0,890,92.0,1554,951,17.0,53.9,1.0363,2004-05
2004-05-05,0:00:00,0.7,830,,2.3,608,33.0,1282,41.0,1370,441,18.6,52.3,1.1121,2004-05
2004-05-05,1:00:00,0.5,778,,1.4,534,14.0,1480,22.0,1294,358,19.0,49.8,1.0831,2004-05
2004-05-05,2:00:00,0.5,820,,1.5,541,18.0,1450,28.0,1360,377,15.7,64.5,1.14,2004-05
2004-05-05,3:00:00,0.5,842,,1.8,565,,1327,,1399,437,15.5,66.9,1.1691,2004-05
2004-05-05,4:00:00,,867,,2.1,589,28.0,1267,41.0,1439,468,14.7,74.1,1.2302,2004-05
2004-05-05,5:00:00,0.8,927,,3.5,682,56.0,1109,54.0,1526,580,14.6,77.1,1.2727,2004-05
2004-05-05,6:00:00,1.3,1060,,6.9,851,108.0,912,81.0,1673,805,14.5,78.3,1.2851,2004-05
2004-05-05,7:00:00,3.5,1440,,19.1,1271,251.0,630,107.0,2163,1273,15.1,76.8,1.3061,2004-05
2004-05-05,8:00:00,,1449,,22.0,1350,,571,,2264,1452,16.4,70.8,1.3088,2004-05
2004-05-05,9:00:00,3.9,1384,,18.9,1265,255.0,620,124.0,2143,1307,16.4,72.4,1.3379,2004-05
2004-05-05,10:00:00,2.9,1172,,13.0,1085,214.0,737,123.0,1876,1102,16.3,68.6,1.2657,2004-05
2004-05-05,11:00:00,2.6,1143,,13.0,1083,190.0,735,120.0,1887,1083,17.2,62.9,1.2228,2004-05
2004-05-05,12:00:00,3.0,1167,,14.5,1134,182.0,709,113.0,1920,1083,17.4,61.1,1.206,2004-05
2004-05-05,13:00:00,3.7,1303,,19.7,1288,202.0,618,114.0,2116,1236,16.8,66.8,1.2691,2004-05
2004-05-05,14:00:00,3.9,1264,,19.4,1279,224.0,631,120.0,2049,1223,17.3,62.6,1.226,2004-05
