Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year_month
2004-11-03,0:00:00,1.2,1185,31.0,3.6,690,62.0,1462,77.0,1333,733,11.3,56.8,0.7603,2004-11
2004-11-03,1:00:00,1.0,1136,31.0,3.3,672,62.0,1453,76.0,1333,730,10.7,60.0,0.7702,2004-11
2004-11-03,2:00:00,0.9,1094,24.0,2.3,609,45.0,1579,60.0,1276,620,10.7,59.7,0.7648,2004-11
2004-11-03,3:00:00,0.6,1010,19.0,1.7,561,,1705,,1235,501,10.3,60.2,0.7517,2004-11
2004-11-03,4:00:00,,1011,14.0,1.3,527,21.0,1818,34.0,1197,445,10.1,60.5,0.7465,2004-11
2004-11-03,5:00:00,0.7,1066,8.0,1.1,512,16.0,1918,28.0,1182,422,11.0,56.2,0.7366,2004-11
2004-11-03,6:00:00,0.7,1052,16.0,1.6,553,34.0,1738,48.0,1221,472,10.5,58.1,0.7353,2004-11
2004-11-03,7:00:00,1.1,1144,29.0,3.2,667,98.0,1490,82.0,1339,730,10.2,59.6,0.7417,2004-11
2004-11-03,8:00:00,2.0,1333,64.0,8.0,900,174.0,1136,112.0,1517,1102,10.8,57.4,0.7408,2004-11
2004-11-03,9:00:00,2.2,1351,87.0,9.5,960,129.0,1079,101.0,1583,1028,10.5,60.6,0.7691,2004-11
2004-11-03,10:00:00,1.7,1233,77.0,6.3,827,112.0,1218,98.0,1446,860,10.8,58.4,0.7552,2004-11
2004-11-03,11:00:00,1.5,1179,43.0,5.0,762,95.0,1328,92.0,1362,671,10.5,57.9,0.7352,2004-11
2004-11-03,12:00:00,1.6,1236,61.0,5.2,774,104.0,1301,95.0,1401,664,9.5,66.8,0.7951,2004-11
2004-11-03,13:00:00,1.9,1286,63.0,7.3,869,146.0,1162,112.0,1537,799,8.3,76.4,0.8393,2004-11
2004-11-03,14:00:00,2.9,1371,164.0,11.5,1034,207.0,983,128.0,1730,1037,8.0,81.1,0.8736,2004-11
2004-11-03,15:00:00,2.2,1310,79.0,8.8,933,184.0,1082,126.0,1647,946,8.3,79.8,0.8778,2004-11
2004-11-03,16:00:00,2.2,1292,95.0,8.3,912,193.0,1103,131.0,1591,957,9.7,71.2,0.8569,2004-11
2004-11-03,17:00:00,2.9,1383,150.0,11.2,1020,243.0,1008,135.0,1719,1104,9.8,67.6,0.8185,2004-11
2004-11-03,18:00:00,4.8,1581,307.0,20.8,1319,281.0,799,151.0,2083,1409,10.3,64.2,0.8065,2004-11
2004-11-03,19:00:00,6.9,1776,461.0,27.4,1488,383.0,702,172.0,2333,1704,9.7,69.3,0.8319,2004-11
2004-11-03,20:00:00,6.1,1640,401.0,24.0,1404,351.0,743,165.0,2191,1654,9.6,67.8,0.8133,2004-11
2004-11-03,21:00:00,3.9,1313,197.0,12.8,1076,240.0,957,136.0,1707,1285,9.1,64.0,0.7419,2004-11
2004-11-03,22:00:00,1.5,965,61.0,4.7,749,94.0,1325,85.0,1333,821,8.2,63.4,0.6905,2004-11
2004-11-03,23:00:00,1.0,913,26.0,2.6,629,47.0,1565,53.0,1252,552,8.2,60.8,0.6657,2004-11
2004-11-04,0:00:00,1.4,1028.0,84,5.1,770.0,75.0,1047.0,84.0,1326.0,913.0,11.2,56.2,0.7469,2004-11
2004-11-04,1:00:00,1.2,978.0,75,4.0,711.0,48.0,1144.0,63.0,1304.0,750.0,11.0,56.6,0.7418,2004-11
2004-11-04,2:00:00,1.0,949.0,62,3.7,694.0,61.0,1160.0,68.0,1310.0,772.0,9.3,64.3,0.7531,2004-11
2004-11-04,3:00:00,1.0,910.0,66,4.0,709.0,,1162.0,,1329.0,712.0,8.8,66.0,0.7501,2004-11
2004-11-04,4:00:00,,863.0,49,3.0,651.0,38.0,1224.0,52.0,1286.0,712.0,7.8,70.4,0.7463,2004-11
2004-11-04,5:00:00,0.7,836.0,38,2.9,643.0,38.0,1244.0,49.0,1306.0,727.0,7.7,70.7,0.7463,2004-11
2004-11-04,6:00:00,0.8,856.0,44,2.9,644.0,41.0,1259.0,49.0,1301.0,746.0,7.4,71.0,0.7346,2004-11
2004-11-04,7:00:00,0.9,888.0,60,3.0,651.0,51.0,1240.0,52.0,1298.0,733.0,8.2,66.6,0.7283,2004-11
2004-11-04,8:00:00,1.1,912.0,88,3.7,694.0,61.0,1196.0,58.0,1343.0,727.0,8.7,64.3,0.7267,2004-11
2004-11-04,9:00:00,1.0,938.0,70,3.9,706.0,47.0,1177.0,51.0,1320.0,642.0,13.0,47.9,0.7116,2004-11
2004-11-04,10:00:00,1.6,1053.0,94,6.2,823.0,87.0,1040.0,77.0,1386.0,810.0,17.4,35.4,0.699,2004-11
2004-11-04,11:00:00,1.8,1087.0,126,7.3,870.0,107.0,1014.0,90.0,1412.0,851.0,20.2,29.2,0.683,2004-11
2004-11-04,12:00:00,2.6,1153.0,181,9.2,945.0,161.0,969.0,118.0,1425.0,911.0,22.7,22.9,0.6224,2004-11
2004-11-04,13:00:00,1.1,894.0,66,4.0,710.0,61.0,1209.0,70.0,1200.0,611.0,22.3,22.4,0.5955,2004-11
2004-11-04,14:00:00,0.6,797.0,54,2.3,606.0,26.0,1452.0,35.0,1076.0,368.0,22.2,18.9,0.4993,2004-11
2004-11-04,15:00:00,0.9,854.0,48,3.1,658.0,42.0,1409.0,46.0,1108.0,369.0,22.0,19.0,0.4969,2004-11
2004-11-04,16:00:00,1.0,892.0,66,3.2,665.0,55.0,1348.0,58.0,1150.0,394.0,21.0,23.6,0.5788,2004-11
2004-11-04,17:00:00,1.2,935.0,65,3.3,672.0,65.0,1299.0,61.0,1183.0,415.0,19.6,27.4,0.6162,2004-11
2004-11-04,18:00:00,1.4,989.0,68,4.0,709.0,75.0,1225.0,80.0,1233.0,469.0,17.9,30.8,0.6258,2004-11
2004-11-04,19:00:00,2.0,1063.0,118,5.7,797.0,93.0,1079.0,93.0,1285.0,607.0,16.4,35.3,0.6532,2004-11
2004-11-04,20:00:00,1.1,922.0,65,3.4,674.0,63.0,1220.0,78.0,1205.0,498.0,15.6,37.5,0.6575,2004-11
2004-11-04,21:00:00,1.1,925.0,63,3.5,680.0,60.0,1223.0,76.0,1217.0,481.0,15.5,36.7,0.6438,2004-11
2004-11-04,22:00:00,1.1,924.0,61,2.9,648.0,63.0,1272.0,74.0,1186.0,465.0,14.5,39.0,0.6428,2004-11
2004-11-04,23:00:00,1.1,914.0,63,3.1,661.0,66.0,1256.0,81.0,1187.0,478.0,14.2,38.2,0.6163,2004-11
2004-11-05,0:00:00,0.9,959,,6.0,812,77.0,961,78.0,1518,910,14.2,64.1,1.0346,2004-11
2004-11-05,1:00:00,0.4,834,,2.8,637,36.0,1187,53.0,1362,699,15.0,59.8,1.0142,2004-11
2004-11-05,2:00:00,0.2,787,,1.6,549,28.0,1366,43.0,1317,596,14.3,61.9,1.0031,2004-11
2004-11-05,3:00:00,0.2,799,,1.6,555,,1327,,1320,643,12.8,66.0,0.969,2004-11
2004-11-05,4:00:00,,807,,1.8,571,46.0,1305,53.0,1335,704,11.4,70.5,0.9484,2004-11
2004-11-05,5:00:00,0.6,866,,3.6,686,55.0,1135,48.0,1405,741,12.0,68.0,0.9547,2004-11
2004-11-05,6:00:00,1.4,1035,,8.4,917,135.0,882,64.0,1606,968,11.3,70.4,0.9443,2004-11
2004-11-05,7:00:00,4.6,1469,,27.5,1491,327.0,555,95.0,2301,1561,12.7,65.6,0.962,2004-11
2004-11-05,8:00:00,5.5,1553,,31.0,1575,383.0,508,120.0,2423,1779,14.5,59.8,0.9795,2004-11
2004-11-05,9:00:00,4.8,1513,,26.0,1455,366.0,554,153.0,2182,1822,17.5,49.8,0.9877,2004-11
2004-11-05,10:00:00,4.5,1395,,22.6,1368,322.0,605,163.0,2032,1675,21.9,35.2,0.9128,2004-11
2004-11-05,11:00:00,3.0,1209,,18.3,1248,188.0,712,119.0,1891,1295,23.5,29.5,0.8435,2004-11
2004-11-05,12:00:00,2.5,1142,,13.9,1115,144.0,776,96.0,1735,1091,24.3,29.8,0.8926,2004-11
2004-11-05,13:00:00,2.3,1140,,14.4,1129,132.0,765,94.0,1728,1023,23.8,31.7,0.9212,2004-11
2004-11-05,14:00:00,2.0,1105,,11.6,1035,117.0,826,86.0,1643,877,24.2,31.2,0.9257,2004-11
2004-11-05,15:00:00,1.9,1131,,12.2,1058,121.0,824,91.0,1664,931,26.5,27.2,0.9282,2004-11
2004-11-05,16:00:00,1.9,1162,,12.4,1064,124.0,832,97.0,1675,913,25.7,28.4,0.9248,2004-11
2004-11-05,17:00:00,3.5,1336,,21.1,1326,188.0,674,125.0,1923,1255,26.3,27.5,0.9306,2004-11
2004-11-05,18:00:00,4.6,1533,,29.9,1549,226.0,573,140.0,2233,1571,24.4,31.6,0.9545,2004-11
2004-11-05,19:00:00,6.3,1650,,34.3,1649,266.0,528,158.0,2345,1779,23.1,35.3,0.9845,2004-11
2004-11-05,20:00:00,5.0,1535,,26.1,1458,269.0,568,159.0,2120,1735,21.1,40.2,0.997,2004-11
2004-11-05,21:00:00,3.3,1382,,18.1,1243,183.0,632,128.0,1941,1511,19.2,52.3,1.1516,2004-11
2004-11-05,22:00:00,2.7,1335,,14.2,1122,167.0,673,114.0,1840,1424,18.1,58.7,1.2072,2004-11
2004-11-05,23:00:00,2.2,1267,,12.4,1064,138.0,706,100.0,1766,1348,17.3,58.8,1.1494,2004-11
2004-11-03,0:00:00,1.2,1185,31.0,3.6,690,62.0,1462,77.0,1333,733,11.3,56.8,0.7603,2004-11
2004-11-03,1:00:00,1.0,1136,31.0,3.3,672,62.0,1453,76.0,1333,730,10.7,60.0,0.7702,2004-11
2004-11-03,2:00:00,0.9,1094,24.0,2.3,609,45.0,1579,60.0,1276,620,10.7,59.7,0.7648,2004-11
2004-11-03,3:00:00,0.6,1010,19.0,1.7,561,,1705,,1235,501,10.3,60.2,0.7517,2004-11
2004-11-03,4:00:00,,1011,14.0,1.3,527,21.0,1818,34.0,1197,445,10.1,60.5,0.7465,2004-11
2004-11-03,5:00:00,0.7,1066,8.0,1.1,512,16.0,1918,28.0,1182,422,11.0,56.2,0.7366,2004-11
2004-11-03,6:00:00,0.7,1052,16.0,1.6,553,34.0,1738,48.0,1221,472,10.5,58.1,0.7353,2004-11
2004-11-03,7:00:00,1.1,1144,29.0,3.2,667,98.0,1490,82.0,1339,730,10.2,59.6,0.7417,2004-11
2004-11-03,8:00:00,2.0,1333,64.0,8.0,900,174.0,1136,112.0,1517,1102,10.8,57.4,0.7408,2004-11
2004-11-03,9:00:00,2.2,1351,87.0,9.5,960,129.0,1079,101.0,1583,1028,10.5,60.6,0.7691,2004-11
2004-11-03,10:00:00,1.7,1233,77.0,6.3,827,112.0,1218,98.0,1446,860,10.8,58.4,0.7552,2004-11
2004-11-03,11:00:00,1.5,1179,43.0,5.0,762,95.0,1328,92.0,1362,671,10.5,57.9,0.7352,2004-11
2004-11-03,12:00:00,1.6,1236,61.0,5.2,774,104.0,1301,95.0,1401,664,9.5,66.8,0.7951,2004-11
2004-11-03,13:00:00,1.9,1286,63.0,7.3,869,146.0,1162,112.0,1537,799,8.3,76.4,0.8393,2004-11
2004-11-03,14:00:00,2.9,1371,164.0,11.5,1034,207.0,983,128.0,1730,1037,8.0,81.1,0.8736,2004-11
2004-11-03,15:00:00,2.2,1310,79.0,8.8,933,184.0,1082,126.0,1647,946,8.3,79.8,0.8778,2004-11
2004-11-03,16:00:00,2.2,1292,95.0,8.3,912,193.0,1103,131.0,1591,957,9.7,71.2,0.8569,2004-11
2004-11-03,17:00:00,2.9,1383,150.0,11.2,1020,243.0,1008,135.0,1719,1104,9.8,67.6,0.8185,2004-11
2004-11-03,18:00:00,4.8,1581,307.0,20.8,1319,281.0,799,151.0,2083,1409,10.3,64.2,0.8065,2004-11
2004-11-03,19:00:00,6.9,1776,461.0,27.4,1488,383.0,702,172.0,2333,1704,9.7,69.3,0.8319,2004-11
2004-11-03,20:00:00,6.1,1640,401.0,24.0,1404,351.0,743,165.0,2191,1654,9.6,67.8,0.8133,2004-11
2004-11-03,21:00:00,3.9,1313,197.0,12.8,1076,240.0,957,136.0,1707,1285,9.1,64.0,0.7419,2004-11
2004-11-03,22:00:00,1.5,965,61.0,4.7,749,94.0,1325,85.0,1333,821,8.2,63.4,0.6905,2004-11
2004-11-03,23:00:00,1.0,913,26.0,2.6,629,47.0,1565,53.0,1252,552,8.2,60.8,0.6657,2004-11
2004-11-04,0:00:00,1.4,1028.0,84,5.1,770.0,75.0,1047.0,84.0,1326.0,913.0,11.2,56.2,0.7469,2004-11
2004-11-04,1:00:00,1.2,978.0,75,4.0,711.0,48.0,1144.0,63.0,1304.0,750.0,11.0,56.6,0.7418,2004-11
2004-11-04,2:00:00,1.0,949.0,62,3.7,694.0,61.0,1160.0,68.0,1310.0,772.0,9.3,64.3,0.7531,2004-11
2004-11-04,3:00:00,1.0,910.0,66,4.0,709.0,,1162.0,,1329.0,712.0,8.8,66.0,0.7501,2004-11
2004-11-04,4:00:00,,863.0,49,3.0,651.0,38.0,1224.0,52.0,1286.0,712.0,7.8,70.4,0.7463,2004-11
2004-11-04,5:00:00,0.7,836.0,38,2.9,643.0,38.0,1244.0,49.0,1306.0,727.0,7.7,70.7,0.7463,2004-11
2004-11-04,6:00:00,0.8,856.0,44,2.9,644.0,41.0,1259.0,49.0,1301.0,746.0,7.4,71.0,0.7346,2004-11
2004-11-04,7:00:00,0.9,888.0,60,3.0,651.0,51.0,1240.0,52.0,1298.0,733.0,8.2,66.6,0.7283,2004-11
2004-11-04,8:00:00,1.1,912.0,88,3.7,694.0,61.0,1196.0,58.0,1343.0,727.0,8.7,64.3,0.7267,2004-11
2004-11-04,9:00:00,1.0,938.0,70,3.9,706.0,47.0,1177.0,51.0,1320.0,642.0,13.0,47.9,0.7116,2004-11
2004-11-04,10:00:00,1.6,1053.0,94,6.2,823.0,87.0,1040.0,77.0,1386.0,810.0,17.4,35.4,0.699,2004-11
2004-11-04,11:00:00,1.8,1087.0,126,7.3,870.0,107.0,1014.0,90.0,1412.0,851.0,20.2,29.2,0.683,2004-11
2004-11-04,12:00:00,2.6,1153.0,181,9.2,945.0,161.0,969.0,118.0,1425.0,911.0,22.7,22.9,0.6224,2004-11
2004-11-04,13:00:00,1.1,894.0,66,4.0,710.0,61.0,1209.0,70.0,1200.0,611.0,22.3,22.4,0.5955,2004-11
2004-11-04,14:00:00,0.6,797.0,54,2.3,606.0,26.0,1452.0,35.0,1076.0,368.0,22.2,18.9,0.4993,2004-11
2004-11-04,15:00:00,0.9,854.0,48,3.1,658.0,42.0,1409.0,46.0,1108.0,369.0,22.0,19.0,0.4969,2004-11
2004-11-04,16:00:00,1.0,892.0,66,3.2,665.0,55.0,1348.0,58.0,1150.0,394.0,21.0,23.6,0.5788,2004-11
2004-11-04,17:00:00,1.2,935.0,65,3.3,672.0,65.0,1299.0,61.0,1183.0,415.0,19.6,27.4,0.6162,2004-11
2004-11-04,18:00:00,1.4,989.0,68,4.0,709.0,75.0,1225.0,80.0,1233.0,469.0,17.9,30.8,0.6258,2004-11
2004-11-04,19:00:00,2.0,1063.0,118,5.7,797.0,93.0,1079.0,93.0,1285.0,607.0,16.4,35.3,0.6532,2004-11
2004-11-04,20:00:00,1.1,922.0,65,3.4,674.0,63.0,1220.0,78.0,1205.0,498.0,15.6,37.5,0.6575,2004-11
2004-11-04,21:00:00,1.1,925.0,63,3.5,680.0,60.0,1223.0,76.0,1217.0,481.0,15.5,36.7,0.6438,2004-11
2004-11-04,22:00:00,1.1,924.0,61,2.9,648.0,63.0,1272.0,74.0,1186.0,465.0,14.5,39.0,0.6428,2004-11
2004-11-04,23:00:00,1.1,914.0,63,3.1,661.0,66.0,1256.0,81.0,1187.0,478.0,14.2,38.2,0.6163,2004-11
2004-11-05,0:00:00,0.9,959,,6.0,812,77.0,961,78.0,1518,910,14.2,64.1,1.0346,2004-11
2004-11-05,1:00:00,0.4,834,,2.8,637,36.0,1187,53.0,1362,699,15.0,59.8,1.0142,2004-11
2004-11-05,2:00:00,0.2,787,,1.6,549,28.0,1366,43.0,1317,596,14.3,61.9,1.0031,2004-11
2004-11-05,3:00:00,0.2,799,,1.6,555,,1327,,1320,643,12.8,66.0,0.969,2004-11
2004-11-05,4:00:00,,807,,1.8,571,46.0,1305,53.0,1335,704,11.4,70.5,0.9484,2004-11
2004-11-05,5:00:00,0.6,866,,3.6,686,55.0,1135,48.0,1405,741,12.0,68.0,0.9547,2004-11
2004-11-05,6:00:00,1.4,1035,,8.4,917,135.0,882,64.0,1606,968,11.3,70.4,0.9443,2004-11
2004-11-05,7:00:00,4.6,1469,,27.5,1491,327.0,555,95.0,2301,1561,12.7,65.6,0.962,2004-11
2004-11-05,8:00:00,5.5,1553,,31.0,1575,383.0,508,120.0,2423,1779,14.5,59.8,0.9795,2004-11
2004-11-05,9:00:00,4.8,1513,,26.0,1455,366.0,554,153.0,2182,1822,17.5,49.8,0.9877,2004-11
2004-11-05,10:00:00,4.5,1395,,22.6,1368,322.0,605,163.0,2032,1675,21.9,35.2,0.9128,2004-11
2004-11-05,11:00:00,3.0,1209,,18.3,1248,188.0,712,119.0,1891,1295,23.5,29.5,0.8435,2004-11
2004-11-05,12:00:00,2.5,1142,,13.9,1115,144.0,776,96.0,1735,1091,24.3,29.8,0.8926,2004-11
2004-11-05,13:00:00,2.3,1140,,14.4,1129,132.0,765,94.0,1728,1023,23.8,31.7,0.9212,2004-11
2004-11-05,14:00:00,2.0,1105,,11.6,1035,117.0,826,86.0,1643,877,24.2,31.2,0.9257,2004-11
2004-11-05,15:00:00,1.9,1131,,12.2,1058,121.0,824,91.0,1664,931,26.5,27.2,0.9282,2004-11
2004-11-05,16:00:00,1.9,1162,,12.4,1064,124.0,832,97.0,1675,913,25.7,28.4,0.9248,2004-11
2004-11-05,17:00:00,3.5,1336,,21.1,1326,188.0,674,125.0,1923,1255,26.3,27.5,0.9306,2004-11
2004-11-05,18:00:00,4.6,1533,,29.9,1549,226.0,573,140.0,2233,1571,24.4,31.6,0.9545,2004-11
2004-11-05,19:00:00,6.3,1650,,34.3,1649,266.0,528,158.0,2345,1779,23.1,35.3,0.9845,2004-11
2004-11-05,20:00:00,5.0,1535,,26.1,1458,269.0,568,159.0,2120,1735,21.1,40.2,0.997,2004-11
2004-11-05,21:00:00,3.3,1382,,18.1,1243,183.0,632,128.0,1941,1511,19.2,52.3,1.1516,2004-11
2004-11-05,22:00:00,2.7,1335,,14.2,1122,167.0,673,114.0,1840,1424,18.1,58.7,1.2072,2004-11
2004-11-05,23:00:00,2.2,1267,,12.4,1064,138.0,706,100.0,1766,1348,17.3,58.8,1.1494,2004-11
2004-11-06,0:00:00,1.5,1018,,10.4,992,102.0,839,96.0,1710,1103,24.7,39.3,1.2065,2004-11
